mouse_ref,fish_ref,jaccard_similarity
XP_005168532.1,NP_001344243.1,0.723404255319149
XP_073777614.1,NP_001277640.1,0.7211155378486056
XP_009301478.1,XP_036010732.1,0.7196495619524406
XP_073775041.1,XP_011242598.1,0.7146666666666667
NP_571087.2,XP_036010732.1,0.7137546468401487
XP_073775042.1,XP_011242598.1,0.712953091684435
XP_073801757.1,XP_036014132.1,0.7113207547169811
XP_073794989.1,NP_001153791.1,0.7111111111111111
XP_009305643.1,NP_001411380.1,0.7110332749562172
XP_073770039.1,XP_036019006.1,0.7104037267080745
XP_073794963.1,NP_001153791.1,0.7088060507833603
XP_073794971.1,NP_001153791.1,0.7086146367809883
XP_073770036.1,XP_036019006.1,0.708091366627952
XP_073777605.1,NP_001277640.1,0.7080867850098619
XP_073794957.1,NP_001153791.1,0.7063257065948856
NP_001305248.1,NP_001297614.1,0.7057728119180633
XP_073794960.1,NP_001153791.1,0.7053283100107642
XP_073770030.1,XP_036019006.1,0.7048169556840077
XP_073783235.1,XP_006497228.1,0.7044534412955465
XP_073801778.1,NP_001393882.1,0.7040441176470589
XP_005156427.1,NP_001034228.1,0.7040280210157618
XP_073801769.1,NP_001393897.1,0.703125
XP_021335841.1,NP_001034228.1,0.7015706806282722
XP_073762246.1,NP_001398426.1,0.7005988023952096
XP_073776971.1,NP_001034228.1,0.6961805555555556
NP_001002164.1,NP_031814.2,0.6947608200455581
XP_073794652.1,XP_006538647.1,0.6946386946386947
XP_021336310.1,NP_001240287.1,0.6919540229885057
XP_021331911.1,NP_031621.3,0.6897689768976898
XP_073794602.1,XP_030107311.1,0.688410386320456
XP_073782902.1,NP_001392114.1,0.6877272727272727
XP_073794616.1,XP_030107311.1,0.6874801901743265
XP_005162335.2,XP_030107311.1,0.6871049304677623
XP_009295237.2,XP_030107311.1,0.6871049304677623
XP_073767784.1,XP_011243202.1,0.6870334531379596
XP_009302831.2,XP_011243202.1,0.68646408839779
XP_073794611.1,XP_030107311.1,0.6859949302915083
XP_073767782.1,XP_011243200.1,0.6859823399558499
NP_998117.1,NP_061200.2,0.6859504132231405
XP_073783227.1,XP_006497228.1,0.6858846918489065
XP_021331915.1,NP_031621.3,0.6857142857142857
XP_009302826.2,XP_011243200.1,0.6855883163405897
XP_009302828.2,XP_011243202.1,0.6853994490358126
XP_073767801.1,XP_011243202.1,0.6848097750624826
XP_073775951.1,NP_001240287.1,0.6846153846153846
XP_009302834.2,XP_011243202.1,0.684152401987852
NP_001258322.1,NP_031621.3,0.6810631229235881
XP_073767948.1,XP_036014576.1,0.6803185437997725
XP_073776961.1,NP_001411380.1,0.6798679867986799
XP_009303014.1,XP_036014576.1,0.6791595684270301
XP_021327173.1,NP_001346026.1,0.6759259259259259
XP_005155351.1,NP_001258278.1,0.6743362831858407
XP_073763380.1,NP_001009929.1,0.6736111111111112
XP_073768029.1,XP_030101056.1,0.6726804123711341
NP_001002230.1,NP_033473.1,0.6699410609037328
XP_068078100.1,XP_036020256.1,0.6683095120749137
XP_073775952.1,NP_001240299.1,0.6671875
XP_009292643.1,NP_694818.3,0.66359918200409
XP_073792648.1,NP_001116425.1,0.6616257088846881
XP_073775955.1,NP_001240299.1,0.6607281177381874
XP_073775949.1,XP_017171359.1,0.6606741573033708
XP_021331914.1,NP_031621.3,0.6578512396694215
XP_073773080.1,XP_017176899.1,0.6551996836694346
XP_073763375.1,NP_001009929.1,0.6544715447154471
XP_009291315.2,XP_036016165.1,0.6536203522504892
XP_073784601.1,XP_036016165.1,0.6536203522504892
XP_073765397.1,NP_001344102.1,0.6534839924670434
XP_021330668.1,XP_030107000.1,0.6533018867924528
XP_073773077.1,XP_017176899.1,0.653133622388648
NP_957458.1,NP_057886.1,0.6519823788546255
XP_073792631.1,NP_035035.1,0.6514886164623468
XP_073773065.1,XP_017176899.1,0.6513545347467609
XP_068080506.2,XP_017176899.1,0.6502154328241285
NP_001410875.1,XP_030100747.1,0.6500994035785288
XP_005159893.1,XP_017174905.1,0.6500857632933105
XP_073773061.1,XP_017176899.1,0.6499608457321848
XP_073778981.1,NP_001350123.1,0.6497175141242938
XP_073783217.1,NP_001344465.1,0.6494464944649446
XP_073783220.1,NP_001344465.1,0.6494464944649446
NP_001002061.1,NP_573486.1,0.6488888888888888
XP_005157952.1,XP_030098224.1,0.6440677966101694
XP_073779922.1,XP_006532500.1,0.6431906614785993
XP_073806616.1,XP_006532019.1,0.6426690079016681
NP_001002542.1,XP_017174905.1,0.6422487223168655
XP_073792640.1,NP_001116425.1,0.6422018348623854
XP_073792635.1,XP_006502905.1,0.6398601398601399
XP_009290044.1,XP_006532504.1,0.6380582524271845
XP_073791026.1,NP_001297381.1,0.6379690949227373
XP_073806607.1,XP_006532019.1,0.6366001734605378
XP_073806608.1,XP_006532019.1,0.6364425162689805
XP_073806618.1,XP_006532019.1,0.6361646234676007
XP_073807339.1,XP_006535285.1,0.6360401164671627
XP_073807348.1,XP_006535285.1,0.6348023331173039
NP_001082922.1,NP_001343525.1,0.6342857142857142
XP_073806716.1,NP_001411380.1,0.6337792642140468
NP_001019378.1,NP_035803.1,0.6336206896551724
XP_073792626.1,NP_035035.1,0.6335616438356164
XP_073783214.1,NP_001344465.1,0.6333938294010889
XP_073783216.1,NP_001344465.1,0.6333938294010889
XP_073807334.1,XP_006535285.1,0.6331399097356544
XP_021322120.1,XP_006532500.1,0.6330275229357798
XP_021322121.1,XP_006532500.1,0.6328871892925431
XP_021331873.1,XP_006532019.1,0.632263660017346
XP_009290039.1,XP_006532504.1,0.6319631194775259
XP_073776956.1,NP_001411383.1,0.6276923076923077
XP_068073639.1,NP_001009929.1,0.6276595744680851
NP_001017710.2,XP_030107584.1,0.6276041666666666
XP_009292657.1,NP_001408216.1,0.6267806267806267
XP_009304252.1,NP_036191.2,0.6266666666666667
XP_021328388.1,NP_001411383.1,0.6204819277108434
XP_073781113.1,XP_030100747.1,0.6199004975124378
XP_073791012.1,NP_001297381.1,0.6198704103671706
NP_998256.1,XP_006516610.1,0.6190476190476191
XP_073762723.1,XP_006511497.1,0.617904937701892
NP_991307.3,XP_030110955.1,0.6171171171171171
NP_957440.1,NP_080239.1,0.6161616161616161
XP_021323347.2,XP_036017235.1,0.6149131767109295
XP_073785374.1,XP_036017235.1,0.6140888208269525
XP_073776953.1,NP_001411384.1,0.6135693215339233
XP_073792644.1,NP_001116425.1,0.6131907308377896
XP_005158974.1,XP_036014450.1,0.6129441624365483
XP_073791016.1,NP_001297381.1,0.6129032258064516
XP_073792642.1,NP_001116425.1,0.6129032258064516
XP_068080595.1,NP_001136394.1,0.6114457831325302
XP_068070901.2,XP_036017235.1,0.611336032388664
XP_009300562.1,NP_835220.1,0.6100307062436029
NP_001232894.1,XP_006497713.2,0.6095534787123572
XP_009292584.1,XP_006516610.1,0.607728337236534
XP_009304936.1,XP_017174905.1,0.6075949367088608
XP_073775116.1,NP_001240287.1,0.6073025335320418
XP_017214716.1,XP_006509907.1,0.6070381231671554
XP_009292650.1,NP_001408216.1,0.6065573770491803
NP_571524.1,NP_034617.1,0.6057007125890737
XP_002661320.2,NP_001186230.1,0.6024096385542169
XP_073805781.1,XP_006497713.2,0.6022727272727273
XP_073786980.1,XP_030104327.1,0.6022358456545258
NP_001417827.1,NP_001411395.1,0.6021505376344086
NP_001073435.2,NP_001157837.1,0.6021021021021021
NP_001243747.1,XP_006497713.2,0.6020618556701031
XP_073786836.1,XP_006516610.1,0.6009501187648456
XP_073786837.1,XP_006516610.1,0.6009501187648456
XP_068080430.1,XP_036014534.1,0.6001400560224089
XP_073785592.1,XP_036008710.1,0.599746835443038
XP_073799284.1,NP_001009929.1,0.5994930291508238
XP_005166012.2,NP_001281078.1,0.5986159169550173
XP_021335158.1,NP_001034228.1,0.5983193277310924
XP_073778451.1,XP_017169739.1,0.5981132075471698
XP_073798395.1,NP_001398909.1,0.5980113636363636
XP_073798397.1,NP_001398909.1,0.5980113636363636
XP_005156472.1,NP_001277639.1,0.5971337579617835
XP_017208257.1,NP_001349233.1,0.5961871750433275
XP_009300862.1,XP_017176899.1,0.5955401768550558
NP_998292.1,NP_079876.1,0.5952380952380952
XP_073773913.1,NP_001277639.1,0.5949367088607594
XP_073802537.1,XP_006513841.1,0.5943775100401606
XP_005166152.1,XP_017176899.1,0.5936422826503256
XP_073802540.1,NP_001346619.1,0.5932489451476793
XP_021330744.1,XP_006513841.1,0.5932069510268563
XP_073810473.1,XP_017176899.1,0.5930902111324377
XP_073809929.1,XP_036021709.1,0.5930504510524557
XP_073771093.1,XP_036008710.1,0.591948310139165
XP_073771092.1,XP_036008710.1,0.5918012422360248
NP_938174.1,NP_001268858.2,0.5916179337231969
XP_005157189.1,NP_001268858.2,0.5916179337231969
XP_005159409.1,NP_001390522.1,0.5903805496828752
XP_073809934.1,XP_036021709.1,0.5903171953255426
XP_073805906.1,NP_035036.1,0.5888223552894212
XP_073772734.1,NP_036191.2,0.5882749326145552
XP_073768099.1,NP_001412942.1,0.5876460767946577
XP_021322613.1,NP_001390522.1,0.5865334034718569
XP_073778445.1,NP_001349503.1,0.5855855855855856
XP_073777572.1,NP_001392840.1,0.5852372583479789
XP_073805988.1,NP_001392063.1,0.5850727387729285
XP_073780843.1,XP_036012347.1,0.5833333333333334
XP_068070552.1,NP_001399236.1,0.5831739961759083
NP_001032320.2,XP_006529233.1,0.5819327731092437
NP_938153.1,NP_001268858.2,0.5817120622568094
XP_068069297.1,NP_001277343.1,0.580441640378549
XP_073778955.1,NP_001350123.1,0.58
XP_073778956.1,NP_001350123.1,0.58
XP_073762595.1,XP_036009886.1,0.5795539033457249
XP_073762285.1,XP_036009886.1,0.5778023598820059
XP_005163166.1,XP_006514245.1,0.5766062602965404
XP_073783288.1,XP_011237110.1,0.5761245674740484
XP_005163557.1,XP_030104578.1,0.5757575757575758
XP_021324143.1,NP_001407843.1,0.57426597582038
XP_005166002.2,NP_001281078.1,0.5740944017563118
XP_073805840.1,NP_001268858.2,0.5733333333333334
XP_005162260.1,XP_030109603.1,0.5732441471571906
XP_005165154.1,NP_001268858.2,0.5730880929332043
XP_068078191.1,XP_036009886.1,0.5728825881497637
NP_001315356.1,NP_666106.1,0.572202166064982
XP_073810920.1,XP_036009886.1,0.5711159737417943
XP_005162837.1,XP_006535580.1,0.5707248416608023
XP_068080330.1,NP_001400269.1,0.5698005698005698
XP_073775769.1,NP_001297381.1,0.5677966101694916
XP_073763166.1,XP_036009899.1,0.5673003802281369
XP_073775767.1,NP_001297381.1,0.5665961945031712
XP_073762915.1,XP_036009899.1,0.5665024630541872
XP_073786695.1,XP_036012347.1,0.5655430711610487
XP_005172526.1,NP_001239211.1,0.5655399835119538
NP_996961.1,NP_001346966.1,0.5653266331658291
NP_001306088.1,XP_006516966.1,0.5653021442495126
XP_073810209.1,NP_001281078.1,0.5652642934196332
XP_073778971.1,NP_001350123.1,0.5636363636363636
NP_001009902.2,NP_001103599.1,0.5633802816901409
NP_957073.2,NP_001239211.1,0.5625
XP_017207953.1,XP_006516134.1,0.5620985010706638
XP_073770007.1,XP_036008926.1,0.5617760617760618
XP_073762659.1,XP_036009899.1,0.5617469879518072
XP_073770010.1,XP_036008929.1,0.5615079365079365
XP_073775053.1,XP_011237110.1,0.5602716468590832
NP_571688.1,NP_001231820.1,0.5600706713780919
XP_073776551.1,XP_017170165.1,0.5598746081504702
XP_073776592.1,XP_017170165.1,0.5589528795811518
NP_001103887.1,XP_030101858.1,0.5587188612099644
XP_021322863.1,NP_001281078.1,0.558062740781508
XP_021333244.1,NP_001355703.1,0.5580589254766031
XP_073765431.1,XP_006528147.1,0.5579819277108434
XP_686175.1,NP_808393.1,0.5576086956521739
NP_001002384.1,XP_006516134.1,0.5570971184631803
XP_021334274.1,XP_006501342.1,0.5570698466780238
XP_068078494.1,NP_001393106.1,0.5569395017793595
XP_068069594.1,XP_006534501.1,0.5568445475638051
XP_009296795.1,NP_001281078.1,0.5562877539813289
XP_073788791.1,XP_030110685.1,0.5553992261695392
XP_073776561.1,XP_017170165.1,0.5553235908141962
NP_001002204.1,NP_080321.2,0.5552884615384616
XP_073763495.1,XP_036009899.1,0.555256064690027
XP_068078501.1,NP_001393106.1,0.5551537070524413
XP_073769991.1,XP_036008926.1,0.5551330798479087
XP_021325868.1,NP_778162.1,0.555045871559633
XP_073788789.1,XP_030110685.1,0.5547752808988764
XP_692120.4,XP_006510987.1,0.5544692737430168
XP_073788797.1,XP_030110685.1,0.554420570623459
XP_073799621.1,NP_001357983.1,0.5543130990415336
NP_840085.1,NP_001398909.1,0.5536193029490617
XP_073776566.1,XP_017170165.1,0.5535639849937474
XP_073788785.1,XP_030110685.1,0.5529165211316801
XP_073776569.1,XP_017170165.1,0.5528896307114542
XP_073763180.1,NP_001231820.1,0.5528169014084507
XP_005161170.1,NP_033321.2,0.5527777777777778
NP_001306087.1,XP_006516966.1,0.5523809523809524
XP_009300046.1,XP_036013814.1,0.5519765739385066
XP_068071573.2,XP_030110685.1,0.5516521739130434
XP_005160594.3,XP_030110685.1,0.5506944444444445
XP_073765429.1,XP_006528147.1,0.5501113585746102
NP_001007030.1,NP_031530.2,0.5492589363557105
XP_068071572.2,XP_030110685.1,0.5490467937608319
XP_068078136.1,XP_036014533.1,0.5487389229720518
XP_073790036.1,XP_011241448.1,0.5485611510791367
XP_073770004.1,XP_036008933.1,0.5483870967741935
XP_073790035.1,XP_011241448.1,0.5466507177033493
XP_073778977.1,NP_001350123.1,0.5456919060052219
XP_073763175.1,NP_001393106.1,0.5456140350877193
NP_001038222.1,NP_001346438.1,0.5455882352941176
XP_073790067.1,XP_011241448.1,0.5442504515352198
XP_073810503.1,XP_036014534.1,0.5428963623884695
XP_021330888.2,XP_030110964.1,0.5420054200542005
XP_073770500.1,NP_001392398.1,0.5416047548291233
XP_068079518.1,XP_036010167.1,0.5407643312101911
XP_073785364.1,NP_001334015.1,0.5405887600356825
NP_001019836.1,XP_006495554.1,0.5401069518716578
XP_073794798.1,XP_017172001.1,0.5400298359025361
XP_073801631.1,XP_006505500.1,0.5397248113626276
XP_021330887.2,XP_030110964.1,0.5391539153915391
XP_009291727.1,XP_006497505.1,0.5388007054673721
XP_005165102.1,XP_006521743.1,0.5384615384615384
XP_005156695.1,XP_030102425.1,0.5379939209726444
XP_685483.4,NP_083515.2,0.5373699148533586
XP_009298719.1,NP_001399338.1,0.5371702637889688
XP_073794802.1,XP_017172001.1,0.5355191256830601
NP_001186697.1,NP_780584.2,0.5355094838994265
XP_068075595.1,XP_011239488.1,0.5353403141361257
XP_021330903.1,NP_001074654.1,0.5346187554776511
NP_001137224.1,NP_001278832.1,0.5340160936356986
XP_073765752.1,XP_006526300.1,0.5338491295938105
XP_073801624.1,XP_006505500.1,0.533801580333626
XP_021330884.2,XP_030110964.1,0.5336283185840708
XP_005162294.1,NP_032467.2,0.5332326283987915
XP_068075596.1,XP_006505500.1,0.5327797202797203
XP_009290856.1,NP_001344368.1,0.5325779036827195
XP_068075598.1,XP_006505500.1,0.5325754263226935
NP_001017882.1,NP_001393259.1,0.532258064516129
XP_073795779.1,NP_001346652.1,0.5321888412017167
XP_068075607.1,XP_006505499.1,0.5320175438596492
XP_005169048.1,NP_001231820.1,0.5318791946308725
XP_073771327.1,NP_001239211.1,0.5312246553122466
XP_068079504.1,XP_036010167.1,0.5311536088834053
XP_073769972.1,XP_036008926.1,0.5300546448087432
XP_068071127.1,NP_001192144.1,0.5290581162324649
XP_005160614.1,NP_001346301.1,0.528957528957529
XP_017212206.1,NP_067439.1,0.5278944211157769
XP_068079503.1,XP_036010167.1,0.5278628291488059
XP_005166673.1,NP_001398909.1,0.5265151515151515
XP_017207519.1,NP_001074506.1,0.5258141382049245
XP_009305145.1,NP_766388.2,0.5256410256410257
XP_073810744.1,XP_017172083.1,0.525564803804994
XP_068078479.1,NP_001231820.1,0.5250836120401338
XP_073785461.1,XP_030099738.1,0.5249813571961223
XP_073785464.1,XP_030099738.1,0.5249813571961223
XP_073785469.1,XP_030099738.1,0.5249813571961223
XP_073785470.1,XP_030099738.1,0.5249813571961223
NP_001353101.1,NP_001357983.1,0.5246422893481717
XP_005160613.1,NP_001346301.1,0.5244019138755981
XP_073769974.1,XP_006507835.1,0.5238508239375542
XP_073785454.1,XP_030099738.1,0.5230312035661219
XP_073785455.1,XP_030099738.1,0.5230312035661219
XP_073785459.1,XP_030099738.1,0.5230312035661219
XP_005161253.2,NP_031530.2,0.5224766751484309
XP_073796322.1,NP_034437.1,0.5223577235772358
XP_017213658.1,XP_036018843.1,0.5223300970873787
XP_073771417.1,XP_036018843.1,0.5223300970873787
XP_073806954.1,NP_061230.2,0.5220228384991843
XP_073763841.1,XP_036019753.1,0.5190989226248776
XP_073781399.1,NP_001165595.1,0.51875
XP_073769990.1,XP_036008926.1,0.518450184501845
XP_073769985.1,XP_036008926.1,0.5179063360881543
XP_073771749.1,XP_017171304.1,0.517897598550068
XP_073763835.1,XP_036019753.1,0.517342452369321
XP_073763866.1,XP_036019753.1,0.5169699950811608
XP_005163447.1,XP_006535580.1,0.5167560321715817
XP_073786125.1,XP_030099963.1,0.5167173252279635
XP_068078424.1,NP_036044.1,0.5164319248826291
XP_017213659.1,XP_036018843.1,0.5161606268364348
XP_073779900.1,XP_006504993.1,0.5159410353102503
XP_068071417.1,XP_017170165.1,0.5157872870793518
XP_068071423.1,XP_017170165.1,0.5153846153846153
XP_073779899.1,XP_006504993.1,0.5151515151515151
XP_073774295.1,XP_036011450.1,0.5150987224157956
XP_073777235.1,XP_006517325.1,0.5146666666666667
XP_073771742.1,XP_017171304.1,0.5141573033707865
XP_073771738.1,XP_017171304.1,0.5134770889487871
XP_073777997.1,XP_006533354.1,0.5133499466002136
NP_001185479.1,NP_001297355.1,0.5129770992366413
NP_999865.1,NP_080218.1,0.5129224652087475
XP_073775539.1,XP_030102425.1,0.5128939828080229
NP_001352190.1,XP_006507662.1,0.5127551020408163
XP_021334810.1,XP_006507662.1,0.5127551020408163
XP_073769753.1,XP_006507662.1,0.5125628140703518
XP_073805593.1,NP_001357983.1,0.5123558484349259
XP_073769980.1,XP_036008926.1,0.5117540687160941
NP_001074463.1,NP_082058.1,0.5114754098360655
XP_073778011.1,XP_006533354.1,0.5114695340501793
XP_068071406.1,XP_017170165.1,0.5114551083591331
XP_068075761.1,NP_001297072.1,0.5112781954887218
NP_956881.2,XP_011238380.1,0.5112612612612613
XP_073787904.1,XP_017170165.1,0.5111570247933884
XP_073787906.1,XP_017170165.1,0.5111478117258464
XP_068071408.1,XP_017170165.1,0.5107438016528926
NP_001307031.1,XP_006534501.1,0.5099778270509978
XP_073778832.1,XP_036008958.1,0.5097207493814069
XP_073771744.1,XP_006518542.1,0.5092383956737269
XP_068069557.2,XP_036008958.1,0.5089067411805798
XP_073769962.1,XP_006507835.1,0.5080440304826418
NP_991107.2,NP_038484.1,0.5078922934076138
XP_073771740.1,XP_006518542.1,0.5076233183856502
XP_073771731.1,XP_017171304.1,0.5075960679177838
XP_073772050.1,XP_006528147.1,0.5074183976261127
XP_005156855.1,NP_001334569.1,0.5072765072765073
XP_073778823.1,XP_036008958.1,0.506484402383456
XP_073800543.1,XP_006521152.1,0.5061511423550088
NP_571350.1,NP_001192144.1,0.5058139534883721
XP_005173934.1,NP_001350014.1,0.5054347826086957
XP_073778343.1,XP_006502315.1,0.5050618672665916
NP_001244075.1,NP_001289136.1,0.5048951048951049
XP_073769741.1,XP_006507662.1,0.5048309178743962
XP_073774457.1,XP_006521152.1,0.5047332185886403
XP_073778815.1,XP_036008958.1,0.5046826222684704
XP_005171260.1,NP_067512.3,0.5046210720887245
XP_073805569.1,XP_030099202.1,0.504302925989673
XP_073806938.1,NP_061230.2,0.5042935206869633
XP_073774249.1,XP_036011420.1,0.5042117930204573
XP_073800548.1,XP_006521152.1,0.5041758241758242
XP_005166877.1,XP_011245915.1,0.503790489317712
XP_073802366.1,NP_001297072.1,0.5034642032332564
XP_073802368.1,NP_001297072.1,0.5031736872475476
XP_073778817.1,NP_001297689.1,0.5031141868512111
XP_073807707.1,XP_006497943.2,0.5030800821355236
XP_073765595.1,NP_034855.3,0.5030425963488844
XP_073796523.1,XP_006535580.1,0.5030020013342228
XP_073806949.1,NP_061230.2,0.502788844621514
XP_068072037.1,NP_001152800.1,0.5022123893805309
XP_073774253.1,XP_036011420.1,0.5012019230769231
NP_001096586.1,NP_001343324.1,0.5
XP_073763158.1,NP_001393098.1,0.5
XP_073808092.1,NP_001074777.1,0.5
XP_003199300.4,NP_001229312.1,0.49961089494163424
XP_073774258.1,XP_036011420.1,0.49939903846153844
XP_073772041.1,XP_006528147.1,0.49927536231884057
XP_073786612.1,NP_001192144.1,0.49903660886319845
XP_073799641.1,NP_001357983.1,0.49837662337662336
XP_073777323.1,XP_006528750.1,0.4983012457531144
NP_001106988.1,XP_036013689.1,0.4975767366720517
XP_009305502.1,XP_030102425.1,0.49726027397260275
XP_073800746.1,XP_006530666.1,0.4971002485501243
XP_073800742.1,XP_006530666.1,0.4968944099378882
XP_073780649.1,NP_001344975.1,0.4968701095461659
XP_009295519.1,NP_001034477.1,0.49606299212598426
XP_073772682.1,XP_006521833.1,0.49604743083003955
NP_955849.2,NP_001300823.1,0.49583333333333335
XP_021331646.1,XP_017170135.1,0.4949698189134809
NP_001352259.1,XP_011241388.1,0.49487987396612837
XP_009299531.1,NP_001074777.1,0.4947569113441373
XP_005170067.1,NP_001334138.1,0.49458483754512633
XP_068071580.1,XP_011241388.1,0.494492525570417
NP_001352260.1,XP_011241388.1,0.49448601811736903
NP_001116710.1,XP_011245915.1,0.4944367176634214
XP_021333046.1,NP_001344881.1,0.4943253467843632
XP_073795890.1,NP_001404328.1,0.49417249417249415
XP_073807703.1,XP_006497943.2,0.4939189189189189
XP_017207521.1,NP_001074506.1,0.49389747762408465
XP_073772656.1,XP_006521833.1,0.49369544131910764
XP_068078352.1,XP_036018741.1,0.49320695102685624
XP_068079026.1,XP_011237452.1,0.493142144638404
XP_073763801.1,XP_036021092.1,0.49280328992460587
XP_017207253.1,NP_001357891.1,0.4926605504587156
XP_073807702.1,XP_006497943.2,0.4925775978407557
XP_021333984.1,NP_001400269.1,0.49214659685863876
XP_009305577.1,NP_001334569.1,0.491869918699187
XP_073780645.1,XP_036015040.1,0.4907120743034056
NP_001034447.2,XP_036019024.1,0.49022939677145283
NP_001038700.1,NP_083784.1,0.49019607843137253
XP_073800715.1,XP_006530665.1,0.4897959183673469
XP_073800723.1,XP_006530665.1,0.4897959183673469
XP_073799479.1,NP_001074654.1,0.4892268694550063
XP_073771759.1,XP_036014310.1,0.48914689550731955
XP_073768333.1,NP_001391639.1,0.4885245901639344
XP_073778311.1,XP_017176112.1,0.4885222381635581
XP_073783673.1,XP_006524005.1,0.48839285714285713
XP_005171372.1,XP_006496470.1,0.48806584362139915
XP_073777260.1,NP_001355703.1,0.48741007194244607
XP_009290686.1,NP_001344975.1,0.48737566947207345
XP_073780643.1,NP_001344975.1,0.4869431643625192
XP_073780637.1,XP_036015040.1,0.486610558530987
XP_009301572.2,XP_030106096.1,0.48641153632834166
XP_073762573.1,XP_036018745.1,0.48635786802030456
NP_571056.2,NP_765998.1,0.4863498483316481
XP_073806936.1,NP_061230.2,0.4862595419847328
XP_073800725.1,XP_006530665.1,0.4858823529411765
XP_073773868.1,NP_001390258.1,0.48573127229488705
XP_073762577.1,XP_036018745.1,0.4853968253968254
XP_068080256.2,NP_001396918.1,0.485256950294861
XP_073773879.1,XP_006523879.1,0.48473967684021546
XP_073773881.1,XP_006523879.1,0.48473967684021546
XP_068077204.1,XP_011237457.1,0.484472049689441
XP_073805958.1,XP_011237457.1,0.484472049689441
XP_068078790.2,XP_036017127.1,0.484149855907781
XP_073774285.1,XP_036011444.1,0.48394004282655245
NP_001071028.1,NP_001074627.1,0.48393077873918416
XP_073779064.1,XP_006507662.1,0.4838709677419355
XP_068078785.2,XP_030106096.1,0.4838160136286201
XP_073774164.1,XP_006534544.1,0.48376151236063986
XP_073774287.1,XP_036011444.1,0.4836461126005362
XP_073776623.1,NP_001366303.1,0.48293963254593175
XP_068078773.2,XP_030106096.1,0.48277777777777775
XP_068070629.1,NP_001357891.1,0.48204667863554757
XP_073779832.1,XP_036012688.1,0.48175499565595137
XP_073786819.1,NP_083909.2,0.4813248766737139
XP_073774161.1,XP_006534544.1,0.481000481000481
XP_073762575.1,XP_036018745.1,0.48098859315589354
XP_073786822.1,NP_083909.2,0.4809590973201692
XP_073769383.1,NP_001229312.1,0.4809274495138369
XP_068077125.1,NP_001357983.1,0.48089171974522293
XP_073773866.1,NP_001390258.1,0.4807806031933767
XP_068069044.1,XP_006502937.1,0.48077883175237146
XP_073767398.1,XP_006518542.1,0.48045674132630656
XP_073764772.1,XP_030106096.1,0.48044077134986224
NP_997791.2,XP_006535169.1,0.4803738317757009
XP_073767412.1,XP_006518542.1,0.480248557478917
