mouse_ref,fish_ref,jaccard_similarity
XP_073771770.1,XP_011237624.1,0.5508849557522124
XP_068074707.1,XP_006504993.1,0.5498783454987834
XP_073782611.1,NP_082995.1,0.5457184325108854
XP_073763879.1,NP_001355921.1,0.5446756425948592
NP_001093455.3,NP_001129537.1,0.5440729483282675
XP_073763172.1,NP_001231820.1,0.5416666666666666
XP_073769771.1,XP_006507665.1,0.5405405405405406
XP_073788562.1,NP_033360.2,0.5376532399299475
XP_073773487.1,XP_030106715.1,0.537109375
XP_073810762.1,NP_001278079.1,0.5369249394673123
XP_021334812.1,XP_006507665.1,0.5353805073431241
XP_068079521.1,XP_036010179.1,0.5329494561740243
XP_073810770.1,NP_001278079.1,0.5323076923076923
XP_068078480.1,NP_001231820.1,0.5318791946308725
XP_005169389.2,NP_001395880.1,0.53125
XP_068080451.2,NP_001395880.1,0.53125
XP_068080279.1,XP_011239470.1,0.5308823529411765
NP_001243170.1,XP_036012317.1,0.5306372549019608
XP_073810758.1,NP_001278079.1,0.5303303303303303
XP_073772018.1,XP_011239470.1,0.5280172413793104
XP_073810736.1,NP_001278079.1,0.5276950565812983
XP_021332968.1,NP_001278079.1,0.5261593341260404
XP_073778969.1,XP_036012956.1,0.5257731958762887
XP_017212206.1,NP_001278079.1,0.5247761194029851
XP_073771422.1,NP_001344025.1,0.5239043824701195
XP_073769748.1,XP_006507665.1,0.5237483953786907
XP_688721.4,XP_006511162.1,0.5230263157894737
XP_073763855.1,XP_030109195.1,0.521845851742759
XP_073763800.1,XP_036021081.1,0.5217983651226158
XP_073787915.1,XP_011238718.2,0.5206547155105222
XP_073763859.1,XP_036019763.1,0.5201771653543307
XP_005166876.1,XP_036017880.1,0.5192307692307693
XP_009291123.2,NP_001357892.1,0.5179063360881543
XP_068071412.1,XP_017170201.1,0.5176151761517616
XP_005163448.1,XP_006535580.1,0.5174731182795699
XP_073763845.1,XP_030109195.1,0.5166177908113392
XP_073772752.1,XP_030104822.1,0.5165421558164355
XP_073769988.1,XP_006507832.1,0.5161290322580645
XP_073763801.1,XP_036021081.1,0.5148849797023004
XP_073769978.1,XP_006507832.1,0.5132819194515853
XP_017213658.1,NP_001344025.1,0.5121951219512195
XP_073771413.1,NP_001344025.1,0.5121951219512195
XP_073799647.1,XP_030099203.1,0.5121951219512195
XP_073796116.1,XP_006495515.1,0.5112359550561798
XP_073763155.1,NP_001393097.1,0.5112179487179487
XP_005165834.1,NP_001391645.1,0.5106761565836299
XP_073765476.1,NP_001406924.1,0.5104895104895105
XP_021322867.1,NP_001185516.2,0.5102040816326531
XP_073765472.1,NP_001406924.1,0.509895227008149
XP_073778812.1,XP_030098411.1,0.5076230076230076
XP_073778824.1,XP_030098411.1,0.5075412136092599
XP_005167424.1,NP_001407283.1,0.5066666666666667
XP_073769973.1,XP_006507832.1,0.5063721325403568
XP_073783476.1,NP_001185516.2,0.5060240963855421
XP_073802366.1,NP_001038185.1,0.5057937427578215
NP_998012.1,NP_033372.2,0.5057034220532319
XP_073763157.1,NP_001393097.1,0.5056
XP_073802368.1,NP_001038185.1,0.5055008685581934
XP_009289781.2,XP_030098411.1,0.5052155771905424
XP_073771730.1,NP_001077085.1,0.5051592642440557
XP_073783479.1,NP_001185516.2,0.5049614112458655
XP_073765466.1,NP_001406924.1,0.5046082949308756
XP_073776306.1,XP_011241388.1,0.5038520801232665
XP_021322926.1,XP_006516268.1,0.5035063113604488
NP_001280097.1,NP_001157721.1,0.5031446540880503
XP_073771093.1,XP_017170950.1,0.5024333719582851
XP_068079935.2,XP_017170950.1,0.5020842982862437
XP_690143.4,XP_011236794.1,0.5016155088852988
NP_001410228.1,XP_030099868.1,0.5013297872340425
XP_073769966.1,XP_006507832.1,0.5012615643397813
XP_073769963.1,XP_006507832.1,0.5008375209380235
XP_009293048.2,XP_017170950.1,0.5005883737349964
XP_073770498.1,XP_036020482.1,0.5003610108303249
XP_073772738.1,XP_030104822.1,0.4994775339602926
XP_073807709.1,XP_006497945.2,0.49863387978142076
XP_021336694.1,XP_006518771.1,0.49847560975609756
XP_017210485.1,XP_030100846.1,0.498015873015873
XP_068069630.1,XP_006507665.1,0.49673202614379086
NP_001289176.1,XP_006505359.1,0.495985727029438
XP_068078352.1,NP_001314867.1,0.49446027223805
XP_021333150.1,NP_001314867.1,0.49414742170199305
XP_021322876.1,NP_001185516.2,0.49364896073903003
XP_073768650.1,XP_030107888.1,0.4932330827067669
XP_073766109.1,XP_006534046.1,0.4925053533190578
XP_073780651.1,XP_036015032.1,0.49113338473400153
XP_073796241.1,XP_006529568.1,0.4889047959914102
XP_009302369.1,XP_036018366.1,0.4883292383292383
XP_073770503.1,XP_036020482.1,0.4876632801161103
XP_073800737.1,XP_011246587.1,0.4876130554463232
XP_073800727.1,XP_011246587.1,0.48745098039215684
XP_073764793.1,XP_036017095.1,0.48710762331838564
XP_005165655.1,NP_001033702.1,0.4864864864864865
XP_073780645.1,XP_036015032.1,0.4859315589353612
XP_073773863.1,NP_001390256.1,0.48579881656804735
NP_997754.2,XP_030102065.1,0.48559670781893005
XP_073764767.1,XP_036017095.1,0.4846994535519126
XP_073770001.1,XP_036008927.1,0.4838411819021237
XP_073800722.1,XP_011246587.1,0.4838080374561061
XP_073782752.1,NP_001243311.1,0.48223039215686275
XP_073780640.1,XP_036015032.1,0.481089258698941
XP_073773888.1,NP_001390256.1,0.48023598820059
XP_068077153.1,NP_001039429.1,0.48013468013468014
XP_073764783.1,XP_036017127.1,0.479498861047836
XP_073779059.1,XP_006507665.1,0.4794520547945205
XP_073776582.1,XP_011238718.2,0.4786764705882353
XP_073785180.1,NP_001344287.1,0.478584729981378
XP_073773878.1,XP_036016265.1,0.477797513321492
XP_073772161.1,XP_011246587.1,0.47613365155131265
XP_009302731.2,XP_036018146.1,0.47493403693931396
XP_005167353.2,NP_001349910.1,0.4749034749034749
XP_005167356.1,NP_001349910.1,0.4749034749034749
XP_073786931.1,XP_011239387.1,0.47388059701492535
XP_005163734.1,XP_030104822.1,0.4738400789733465
XP_073782790.1,XP_030104156.1,0.4737578726382085
XP_073774759.1,XP_036012732.1,0.4725
NP_957164.1,NP_001350417.1,0.4722222222222222
XP_073786823.1,XP_006512458.1,0.4720110573600553
XP_021325943.2,XP_006535757.1,0.4706744868035191
NP_956710.1,NP_001393062.1,0.46959459459459457
XP_073786803.1,XP_006512458.1,0.4688142563399589
XP_073786810.1,XP_006512458.1,0.46844993141289437
XP_073763032.1,XP_036008740.1,0.46637744034707157
NP_001002228.1,XP_030101384.1,0.4660377358490566
XP_073770703.1,XP_006504043.1,0.4651539708265802
XP_073762997.1,NP_001404224.1,0.46469968387776606
XP_021330674.1,NP_082168.1,0.46357012750455373
XP_073771931.1,NP_001396911.1,0.46331409727947237
XP_017214724.1,XP_006507665.1,0.4632086851628468
XP_073762996.1,XP_030098156.1,0.4631578947368421
XP_073763003.1,XP_030098156.1,0.4631578947368421
XP_073801711.1,XP_030111373.1,0.4625199362041467
XP_021323778.1,NP_958796.2,0.46201743462017436
XP_073772727.1,XP_030104822.1,0.46153846153846156
XP_073772673.1,XP_030104822.1,0.46027131782945735
XP_073785973.1,XP_030111120.1,0.4598086124401914
NP_570987.2,NP_033934.2,0.45973645680819913
XP_073779767.1,XP_006535757.1,0.4594073717176584
XP_073782792.1,XP_030104156.1,0.45919778699861685
XP_017206869.1,XP_006535757.1,0.4590636254501801
XP_068077116.2,NP_001314867.1,0.45868772782503037
XP_005160703.1,NP_084034.2,0.458628841607565
XP_068078218.1,XP_036010924.1,0.4582560296846011
XP_073800567.1,XP_006532745.1,0.45821114369501464
NP_001268773.1,NP_001070963.1,0.4567627494456763
XP_068073493.2,XP_036017880.1,0.45656565656565656
XP_073799426.1,XP_006540843.1,0.45609504132231404
XP_073785970.1,XP_030111120.1,0.45549738219895286
XP_073800569.1,XP_006532745.1,0.4553113553113553
XP_073799438.1,XP_006540843.1,0.4552590266875981
XP_073785979.1,XP_030111120.1,0.4549397590361446
XP_073799414.1,XP_006540843.1,0.4548238897396631
XP_073764734.1,XP_030097869.1,0.45417095777548916
XP_073764735.1,XP_030097869.1,0.45417095777548916
XP_073809229.1,NP_032542.1,0.45414364640883975
XP_073809263.1,NP_032542.1,0.45414364640883975
XP_073809269.1,NP_032542.1,0.45414364640883975
XP_073799895.1,XP_036012982.1,0.45378590078328984
XP_073762065.1,XP_036010924.1,0.453288490284006
XP_073764690.1,XP_006540843.1,0.4531009738595592
XP_073762043.1,XP_036010924.1,0.4530040545521563
XP_073762044.1,XP_036010924.1,0.4530040545521563
XP_073762063.1,XP_006511280.1,0.4524971836274878
XP_073763385.1,XP_030099423.1,0.4518779342723005
XP_073806551.1,XP_006497697.1,0.451243584682195
NP_001070738.1,NP_700463.3,0.4511904761904762
XP_005165751.2,NP_038635.2,0.45077168706758913
XP_073805552.1,XP_030099203.1,0.44991789819376027
XP_073784918.1,NP_067425.2,0.44960520204366
XP_005171937.1,XP_006498374.1,0.4495952906548933
XP_073806596.1,NP_032281.2,0.4486148346738159
XP_073800546.1,XP_006521817.1,0.4479254868755292
XP_073795814.1,NP_001404335.1,0.44789356984478934
XP_073763450.1,XP_030108979.1,0.4475920679886686
XP_073770693.1,XP_006537858.1,0.4467972472207517
XP_073784329.1,NP_001273192.1,0.4466723549488055
XP_073774727.1,XP_030101991.1,0.44612068965517243
XP_073799433.1,XP_006540843.1,0.44610624033006707
XP_073768031.1,NP_001398467.1,0.4460093896713615
XP_692886.6,XP_036017558.1,0.4452501812907904
XP_073784912.1,NP_067425.2,0.4450045829514207
XP_073774728.1,XP_030101991.1,0.4449244060475162
XP_073800538.1,XP_006521817.1,0.44477234401349075
NP_001333083.1,NP_001297551.1,0.44345718901453957
XP_073784801.1,XP_011240298.1,0.4431179775280899
XP_073809493.1,XP_006496073.1,0.44274809160305345
XP_073794499.1,XP_006512592.1,0.4421052631578947
XP_009303718.2,NP_001344395.1,0.44136460554371004
XP_073808581.1,XP_030104822.1,0.44053282588011416
XP_073797446.1,XP_006516878.1,0.43829551743220807
NP_001116766.1,NP_001334271.1,0.43813131313131315
XP_005171941.1,XP_006498374.1,0.43783371472158655
XP_073793911.1,XP_017168767.1,0.437696335078534
XP_073794483.1,XP_006512592.1,0.4375804375804376
XP_073773391.1,XP_006496125.1,0.43736383442265797
XP_073789221.1,NP_001185516.2,0.43703703703703706
XP_073801064.1,XP_030099486.1,0.4358830146231721
XP_073809480.1,XP_006496073.1,0.43553719008264463
XP_073789215.1,NP_001185516.2,0.43437005798629413
XP_001920783.2,XP_006527625.1,0.43243243243243246
NP_998417.1,XP_006513309.1,0.4320524835988753
XP_068078700.1,XP_006526713.1,0.4316546762589928
XP_068078107.1,XP_036018652.1,0.4311111111111111
XP_073761984.1,XP_036018652.1,0.43010752688172044
XP_009297657.1,NP_001392167.1,0.4295665634674923
XP_073800176.1,XP_036012732.1,0.4292682926829268
NP_001035338.1,XP_030099203.1,0.42905405405405406
XP_068080617.1,NP_001136390.1,0.4288107202680067
XP_073805212.1,XP_006501113.1,0.42879019908116384
XP_073810210.1,XP_036019636.1,0.42877977637335923
XP_068072165.1,XP_006526713.1,0.4284232365145228
XP_073772403.1,XP_036019336.1,0.42801339285714285
XP_073775935.1,NP_001289312.1,0.42783505154639173
XP_073780259.1,NP_001276597.1,0.4272474513438369
XP_073800455.1,NP_001392167.1,0.42724458204334365
XP_073768025.1,NP_001398467.1,0.4263392857142857
XP_073801630.1,NP_001077085.1,0.42489626556016596
XP_073801626.1,NP_001077085.1,0.4248447204968944
XP_073788991.1,NP_001346471.1,0.4246575342465753
NP_955820.1,XP_030104822.1,0.42366412213740456
XP_073795179.1,XP_006535757.1,0.42362280490738513
XP_073777752.1,XP_036019763.1,0.4215867158671587
XP_009296497.1,XP_011237700.1,0.4206798866855524
XP_073806069.1,XP_017169861.1,0.42018196856906537
XP_021326429.1,XP_036015071.1,0.41963322545846815
XP_009303158.1,NP_001398467.1,0.4190687361419069
XP_017212832.1,XP_030110140.1,0.4179605539236257
XP_073776850.1,NP_001185796.1,0.4172610556348074
XP_005157988.2,XP_036012982.1,0.4163719050025265
XP_073776849.1,NP_001185796.1,0.41637010676156583
XP_068072992.2,XP_006518113.1,0.4155045118949959
XP_021334941.1,XP_036015908.1,0.41543700340522133
XP_073764674.1,XP_006511289.1,0.414528682617469
XP_073777690.1,NP_001399229.1,0.41414141414141414
XP_073785785.1,XP_017168813.1,0.41370106761565834
XP_009295045.3,XP_006518113.1,0.4131760878405856
XP_073795913.1,NP_001404335.1,0.41294642857142855
XP_009295046.3,XP_006518113.1,0.41253051261187956
XP_073806326.1,XP_006509058.1,0.4125248508946322
XP_021333643.2,NP_001394809.1,0.4124537607891492
XP_073799470.1,XP_006540746.1,0.4123989218328841
XP_009298041.1,XP_017175997.1,0.41109625668449196
XP_073775938.1,NP_001289312.1,0.4097938144329897
XP_021336434.1,NP_001185796.1,0.4096638655462185
XP_073774743.1,XP_036012732.1,0.4091954022988506
XP_017207712.1,NP_084034.2,0.4090909090909091
XP_073806319.1,XP_006509058.1,0.4087085601187531
XP_073793092.1,XP_036019763.1,0.40826521344232514
XP_073806324.1,XP_006509058.1,0.40762753838533927
XP_073793085.1,XP_036019763.1,0.4076259645937358
XP_001338363.1,NP_058055.1,0.4059040590405904
XP_073769684.1,XP_030104769.1,0.4058146577831617
XP_073769679.1,XP_030104769.1,0.4049338146811071
NP_001295538.1,NP_001403882.1,0.4048507462686567
XP_073810687.1,XP_030108944.1,0.4044198895027624
XP_073810693.1,XP_030108944.1,0.4044198895027624
XP_073765010.1,NP_082668.1,0.4042904290429043
XP_073806307.1,XP_006509058.1,0.40371456500488756
XP_068077495.1,XP_006496762.1,0.4033898305084746
XP_073805735.1,XP_030099203.1,0.40098199672667756
XP_073796564.1,NP_033180.2,0.40088757396449703
XP_021334943.1,XP_036015908.1,0.4004524886877828
XP_073810679.1,XP_030108944.1,0.40042598509052185
XP_068069165.1,XP_036009866.1,0.40022484541877457
XP_073778212.1,XP_017168261.1,0.4001996007984032
XP_009300958.2,XP_030108944.1,0.4
XP_073772006.1,NP_001343262.1,0.3995433789954338
XP_073802657.1,XP_006507000.1,0.39893617021276595
XP_073771079.1,NP_034116.3,0.3984819734345351
XP_073778214.1,XP_017168261.1,0.39807116727635516
XP_005164823.1,XP_006507000.1,0.39766702014846234
XP_021322491.2,XP_011238718.2,0.39674297852253954
XP_073781809.1,XP_011238718.2,0.39560699102503544
XP_073799368.1,XP_030100372.1,0.3952941176470588
XP_009304811.1,NP_032192.2,0.39398496240601505
XP_073808288.1,XP_036009866.1,0.39392324093816633
XP_073767292.1,NP_001171466.1,0.3938144329896907
XP_073796565.1,NP_033180.2,0.39373601789709173
NP_001083021.1,NP_001398467.1,0.3934782608695652
XP_073810365.1,NP_001389813.1,0.3934252386002121
XP_073767264.1,XP_036020316.1,0.39260675589547483
XP_073767289.1,NP_001171466.1,0.39246575342465756
XP_021336197.1,XP_006515575.1,0.3923923923923924
XP_001922927.6,XP_036020316.1,0.39183152520740266
XP_073802662.1,XP_006507000.1,0.39167556029882605
NP_001123871.1,NP_619615.2,0.390927624872579
XP_073767270.1,NP_001171466.1,0.3906354515050167
XP_021329521.2,XP_036020482.1,0.39052848318462596
NP_001038588.1,NP_001070967.1,0.38972542072630645
XP_073799141.1,XP_036020482.1,0.389538885065382
XP_073767269.1,XP_036020316.1,0.3892100192678227
NP_997813.1,NP_001403689.1,0.38894907908992415
XP_073767266.1,XP_036020316.1,0.3879641485275288
XP_068075223.2,XP_036020482.1,0.3866575901974132
XP_009297875.1,XP_006533173.2,0.385918475383801
NP_001116519.1,XP_011241049.1,0.3856882959369315
NP_001038434.1,NP_079691.1,0.3853211009174312
XP_003200581.2,XP_017167798.1,0.38254450716456795
XP_073786696.1,XP_030111138.1,0.3824
XP_073795866.1,XP_006529442.1,0.3820662768031189
XP_068071149.1,XP_036015741.1,0.38205980066445183
XP_073771205.1,XP_036011102.1,0.3812375249500998
XP_005173705.2,NP_954708.1,0.38119911176905996
XP_073765357.1,XP_011238012.1,0.3806646525679758
XP_073762883.1,NP_001390584.1,0.3794498381877023
XP_073762869.1,NP_001390584.1,0.3790192926045016
XP_005162971.1,NP_001342410.1,0.37892533147243546
XP_017212368.1,NP_001390584.1,0.37873888439773645
XP_073797123.1,NP_001019891.2,0.37815126050420167
XP_017209728.1,XP_006518113.1,0.377795213809337
XP_009292988.2,XP_006496710.1,0.3773809523809524
XP_073799479.1,XP_006518113.1,0.3772994129158513
XP_073807240.1,NP_001403882.1,0.3761467889908257
XP_073767004.1,NP_001392875.1,0.37555753791257807
XP_073772010.1,NP_083043.2,0.37471264367816093
XP_021334135.1,NP_083061.2,0.3746898263027295
XP_073799161.1,XP_036020482.1,0.37429775280898875
XP_017207679.2,XP_006505083.1,0.37367624810892586
XP_073790459.1,NP_001349631.1,0.3732394366197183
XP_073771183.1,XP_017170112.1,0.3729269385925594
XP_073802701.1,XP_036009463.1,0.37284741690028034
XP_073802472.1,XP_017176457.1,0.3717171717171717
XP_073802690.1,XP_036009463.1,0.3716566866267465
XP_073802703.1,XP_036009463.1,0.3712
NP_001189372.2,NP_001359492.1,0.37084398976982097
XP_073809830.1,XP_030107690.1,0.3708061002178649
XP_073775406.1,NP_035281.1,0.37057728119180633
XP_073762359.1,XP_006520302.1,0.37030812324929974
XP_073794952.1,XP_036019484.1,0.36929824561403507
XP_073800990.1,XP_006532142.1,0.3692188107267781
XP_073762332.1,XP_006520302.1,0.3691716950082282
XP_073762342.1,XP_006520302.1,0.3691460055096419
XP_073810324.1,NP_001357710.1,0.36892685531233316
XP_073794981.1,XP_036019484.1,0.36878027300748567
XP_073794985.1,XP_036019484.1,0.36878027300748567
XP_073794969.1,XP_036019484.1,0.3684557853057633
NP_001032787.1,NP_001344392.1,0.367816091954023
XP_073794995.1,XP_036019484.1,0.3674592690444738
XP_073794976.1,XP_036019484.1,0.36741424802110817
XP_005166024.1,NP_001357710.1,0.36736842105263157
XP_073762349.1,XP_006520302.1,0.36670353982300885
XP_073762362.1,XP_006520302.1,0.364804469273743
XP_073762814.1,NP_001390256.1,0.36476043276661513
XP_009303595.2,NP_001345795.2,0.36454849498327757
XP_073771234.1,XP_006506255.1,0.3639398998330551
XP_021332707.2,XP_030107690.1,0.36379310344827587
XP_068078088.1,NP_001357710.1,0.3634007257646449
NP_001070076.1,NP_084155.2,0.36312849162011174
XP_073762823.1,NP_001390256.1,0.36297828335056875
XP_073803184.1,XP_006535757.1,0.36256889527917563
XP_009297474.1,NP_001391346.1,0.3622994652406417
XP_073802453.1,XP_006535813.1,0.36217948717948717
XP_073809832.1,XP_030107690.1,0.3616379310344828
XP_021332554.1,NP_001013042.1,0.3614457831325301
XP_073809826.1,XP_030107690.1,0.36089577950043067
XP_073803191.1,XP_006535757.1,0.36062424969987994
XP_073772647.1,NP_001389903.1,0.3605857230018304
XP_073774280.1,XP_036018746.1,0.3605504587155963
XP_073762817.1,NP_001390256.1,0.3600410888546482
XP_068079777.2,XP_006495945.1,0.35976505139500736
XP_699946.4,XP_011248815.1,0.3597285067873303
XP_021333511.2,NP_001347009.1,0.359700444652469
XP_073769284.1,XP_006495945.1,0.3589242053789731
XP_073787709.1,XP_036019791.1,0.3587950511027434
XP_073772440.1,XP_036019355.1,0.35878336436995656
XP_073791536.1,XP_030106290.1,0.3583743842364532
XP_073774289.1,XP_036018746.1,0.35829122645842904
XP_073777397.1,NP_001391346.1,0.3582887700534759
NP_956875.1,NP_705735.1,0.3579676674364896
XP_073805927.1,XP_017177001.1,0.3572984749455338
XP_073798538.1,NP_001394429.1,0.35665914221218964
XP_073809855.1,XP_030107690.1,0.356457242582897
NP_001314694.1,NP_613070.2,0.35614525139664804
XP_073809845.1,XP_030107690.1,0.35606387570133796
XP_073809129.1,NP_032909.2,0.35555555555555557
XP_073762295.1,XP_030105442.1,0.3554514060187469
XP_009292417.1,XP_036019791.1,0.35516506922257723
XP_073771244.1,XP_006506255.1,0.3551483420593368
XP_009300718.1,NP_001357710.1,0.3547544409613375
XP_068072215.2,XP_017168261.1,0.35404120443740095
XP_073773818.1,XP_030099413.1,0.3539936102236422
XP_068077414.1,XP_017176382.1,0.35374868004223864
XP_073776877.1,XP_006527112.1,0.35370684776457273
XP_073800898.1,XP_030102043.1,0.3530259365994236
XP_073762821.1,NP_001390256.1,0.3530015392508979
XP_005165300.1,XP_036013984.1,0.35297105129507367
XP_009291775.1,XP_006531075.1,0.3512720156555773
XP_073805421.1,NP_001412705.1,0.3505079825834543
XP_073775826.1,XP_030099413.1,0.35040546308151943
XP_073775830.1,XP_030099413.1,0.35005336179295626
XP_073767480.1,XP_017176889.1,0.34901462174189446
XP_021325827.1,XP_036016201.1,0.3486901535682023
XP_073780223.1,XP_030104886.1,0.3484434735117422
XP_073775861.1,XP_030099413.1,0.3483650352639453
XP_009292244.1,NP_031798.2,0.3483271375464684
XP_073810808.1,XP_006529442.1,0.34820562560620755
XP_073774312.1,XP_036011387.1,0.34807472359893254
XP_068077113.2,XP_030099413.1,0.3480225988700565
XP_073774325.1,XP_036011387.1,0.3479587943533003
XP_068077112.2,XP_030099413.1,0.34784570268441234
XP_068077118.2,XP_030099413.1,0.34699886749716874
XP_073780953.1,NP_001399299.1,0.3460410557184751
XP_073805510.1,XP_030099413.1,0.3460403902881779
XP_073764570.1,XP_030099486.1,0.34544468546637747
XP_073787383.1,XP_006503581.1,0.34500818330605565
XP_073796401.1,XP_030105341.1,0.34477124183006536
XP_068080957.1,XP_030104886.1,0.34386920980926433
XP_073779576.1,NP_001392042.1,0.34372926343729265
XP_003200075.2,NP_001392042.1,0.3436213991769547
NP_999979.1,NP_775554.2,0.3436154949784792
XP_068080037.1,XP_006535757.1,0.34355828220858897
XP_073770676.1,XP_006535757.1,0.3432666060054595
